ID,Name,MJD,W1mag,W1mag err,W1flux,W1flux err,W2,W2 sig,W2flux,W2flux err
1061,31.253+0.003(Left),57845.9 ,8.688 ,0.017 ,103.449 ,1.724 ,5.829 ,0.018 ,800.553 ,14.343 
1061,31.253+0.003(Left),58013.6 ,8.778 ,0.017 ,95.219 ,1.643 ,5.956 ,0.017 ,712.236 ,11.871 
1061,31.253+0.003(Left),58210.5 ,8.673 ,0.017 ,104.911 ,1.751 ,5.871 ,0.019 ,770.504 ,14.402 
1061,31.253+0.003(Left),58374.6 ,8.624 ,0.017 ,109.782 ,1.866 ,5.873 ,0.016 ,768.961 ,12.084 
1061,31.253+0.003(Left),58577.2 ,8.561 ,0.016 ,116.324 ,1.840 ,5.753 ,0.016 ,858.671 ,13.661 
1061,31.253+0.003(Left),58741.3 ,8.708 ,0.017 ,101.576 ,1.680 ,6.025 ,0.014 ,668.518 ,9.514 
1061,31.253+0.003(Left),58941.4 ,8.710 ,0.017 ,101.405 ,1.690 ,5.985 ,0.016 ,693.251 ,11.381 
1061,31.253+0.003(Left),59105.5 ,8.680 ,0.017 ,104.177 ,1.723 ,6.018 ,0.014 ,672.414 ,9.569 
1061,31.253+0.003(Left),59306.5 ,8.689 ,0.017 ,103.409 ,1.739 ,5.986 ,0.016 ,692.971 ,11.044 
1061,31.253+0.003(Left),59470.3 ,8.717 ,0.016 ,100.756 ,1.641 ,6.113 ,0.014 ,616.257 ,8.804 
1062,33.229-0.018,56936.0 ,10.566 ,0.037 ,18.351 ,0.674 ,8.017 ,0.016 ,106.667 ,1.671 
1062,33.229-0.018,57116.3 ,10.577 ,0.039 ,18.164 ,0.707 ,7.987 ,0.014 ,109.739 ,1.583 
1062,33.229-0.018,57295.2 ,10.561 ,0.038 ,18.425 ,0.707 ,7.961 ,0.015 ,112.345 ,1.716 
1062,33.229-0.018,57482.8 ,10.531 ,0.036 ,18.956 ,0.681 ,7.939 ,0.016 ,114.693 ,1.783 
1062,33.229-0.018,57654.1 ,10.568 ,0.038 ,18.307 ,0.689 ,7.971 ,0.015 ,111.334 ,1.640 
1062,33.229-0.018,57846.9 ,10.567 ,0.036 ,18.335 ,0.654 ,8.019 ,0.016 ,106.469 ,1.712 
1062,33.229-0.018,58014.7 ,10.561 ,0.034 ,18.438 ,0.624 ,7.984 ,0.015 ,109.992 ,1.658 
1062,33.229-0.018,58211.6 ,10.628 ,0.042 ,17.330 ,0.725 ,7.947 ,0.015 ,113.813 ,1.655 
1062,33.229-0.018,58375.8 ,10.546 ,0.037 ,18.682 ,0.690 ,7.958 ,0.015 ,112.672 ,1.669 
1062,33.229-0.018,58578.3 ,10.610 ,0.040 ,17.623 ,0.696 ,7.940 ,0.015 ,114.593 ,1.719 
1062,33.229-0.018,58742.5 ,10.607 ,0.041 ,17.673 ,0.731 ,7.981 ,0.014 ,110.340 ,1.553 
1062,33.229-0.018,58942.4 ,10.580 ,0.033 ,18.117 ,0.599 ,7.968 ,0.015 ,111.632 ,1.637 
1062,33.229-0.018,59106.6 ,10.595 ,0.035 ,17.858 ,0.633 ,8.003 ,0.015 ,108.114 ,1.638 
1062,33.229-0.018,59308.1 ,10.651 ,0.038 ,16.963 ,0.640 ,8.072 ,0.015 ,101.408 ,1.563 
1062,33.229-0.018,59472.0 ,10.588 ,0.036 ,17.980 ,0.646 ,7.936 ,0.014 ,114.939 ,1.662 
1063,33.425-0.315,56936.6 ,11.796 ,0.079 ,5.911 ,0.468 ,9.826 ,0.049 ,20.171 ,0.982 
1063,33.425-0.315,57116.8 ,11.940 ,0.085 ,5.174 ,0.440 ,9.806 ,0.052 ,20.540 ,1.064 
1063,33.425-0.315,57295.7 ,11.158 ,0.032 ,10.636 ,0.339 ,9.022 ,0.018 ,42.281 ,0.753 
1063,33.425-0.315,57483.3 ,11.463 ,0.042 ,8.030 ,0.339 ,9.321 ,0.024 ,32.093 ,0.774 
1063,33.425-0.315,57654.6 ,11.542 ,0.056 ,7.467 ,0.421 ,9.501 ,0.033 ,27.214 ,0.884 
1063,33.425-0.315,57847.3 ,11.604 ,0.048 ,7.053 ,0.335 ,9.426 ,0.034 ,29.156 ,0.982 
1063,33.425-0.315,58015.1 ,11.788 ,0.062 ,5.954 ,0.369 ,9.655 ,0.040 ,23.612 ,0.939 
1063,33.425-0.315,58211.2 ,12.367 ,0.079 ,3.494 ,0.275 ,10.242 ,0.041 ,13.746 ,0.564 
1063,33.425-0.315,58376.8 ,11.782 ,0.061 ,5.987 ,0.364 ,9.668 ,0.039 ,23.321 ,0.915 
1063,33.425-0.315,58578.6 ,12.134 ,0.125 ,4.329 ,0.539 ,9.985 ,0.050 ,17.412 ,0.867 
1063,33.425-0.315,58742.8 ,11.713 ,0.066 ,6.377 ,0.422 ,9.721 ,0.037 ,22.218 ,0.828 
1063,33.425-0.315,58942.9 ,11.729 ,0.066 ,6.286 ,0.417 ,9.677 ,0.047 ,23.131 ,1.096 
1063,33.425-0.315,59107.0 ,11.648 ,0.053 ,6.772 ,0.362 ,9.611 ,0.036 ,24.574 ,0.889 
1063,33.425-0.315,59308.5 ,12.125 ,0.100 ,4.365 ,0.438 ,10.207 ,0.051 ,14.192 ,0.725 
1063,33.425-0.315,59472.4 ,11.212 ,0.038 ,10.121 ,0.382 ,9.113 ,0.022 ,38.877 ,0.863 
1065,35.225-0.360,56936.7 ,12.371 ,0.067 ,3.481 ,0.233 ,9.616 ,0.018 ,24.459 ,0.429 
1065,35.225-0.360,57117.6 ,12.313 ,0.070 ,3.670 ,0.257 ,9.522 ,0.017 ,26.684 ,0.450 
1065,35.225-0.360,57296.6 ,12.176 ,0.058 ,4.166 ,0.243 ,9.404 ,0.017 ,29.748 ,0.503 
1065,35.225-0.360,57484.2 ,12.289 ,0.065 ,3.752 ,0.243 ,9.566 ,0.017 ,25.632 ,0.423 
1065,35.225-0.360,57655.5 ,12.180 ,0.061 ,4.149 ,0.254 ,9.440 ,0.017 ,28.780 ,0.482 
1065,35.225-0.360,57848.2 ,12.549 ,0.081 ,2.954 ,0.240 ,9.716 ,0.018 ,22.320 ,0.406 
1065,35.225-0.360,58016.0 ,12.567 ,0.070 ,2.905 ,0.203 ,9.837 ,0.020 ,19.966 ,0.401 
1065,35.225-0.360,58212.8 ,12.497 ,0.076 ,3.100 ,0.237 ,9.769 ,0.018 ,21.255 ,0.372 
1065,35.225-0.360,58376.8 ,12.477 ,0.083 ,3.155 ,0.261 ,9.921 ,0.019 ,18.478 ,0.358 
1065,35.225-0.360,58579.7 ,12.635 ,0.091 ,2.728 ,0.248 ,10.107 ,0.020 ,15.573 ,0.316 
1065,35.225-0.360,58743.7 ,12.546 ,0.110 ,2.962 ,0.326 ,10.147 ,0.019 ,15.001 ,0.291 
1065,35.225-0.360,58943.9 ,12.546 ,0.077 ,2.962 ,0.229 ,10.294 ,0.023 ,13.099 ,0.296 
1065,35.225-0.360,59107.9 ,12.510 ,0.056 ,3.062 ,0.170 ,9.932 ,0.020 ,18.285 ,0.361 
1065,35.225-0.360,59309.5 ,12.525 ,0.088 ,3.020 ,0.265 ,9.999 ,0.020 ,17.202 ,0.347 
1065,35.225-0.360,59473.8 ,12.622 ,0.082 ,2.761 ,0.227 ,10.036 ,0.021 ,16.618 ,0.342 
1066,43.089-0.011,56941.9 ,10.736 ,0.030 ,15.691 ,0.468 ,8.397 ,0.015 ,75.215 ,1.107 
1066,43.089-0.011,57122.7 ,10.816 ,0.032 ,14.570 ,0.459 ,8.396 ,0.014 ,75.295 ,1.071 
1066,43.089-0.011,57300.9 ,10.772 ,0.029 ,15.170 ,0.441 ,8.388 ,0.015 ,75.821 ,1.168 
1066,43.089-0.011,57488.5 ,10.737 ,0.030 ,15.670 ,0.474 ,8.361 ,0.015 ,77.714 ,1.130 
1066,43.089-0.011,57659.9 ,10.780 ,0.030 ,15.070 ,0.458 ,8.406 ,0.016 ,74.574 ,1.170 
1066,43.089-0.011,57852.6 ,10.786 ,0.030 ,14.979 ,0.448 ,8.399 ,0.014 ,75.068 ,1.076 
1066,43.089-0.011,58020.8 ,10.773 ,0.027 ,15.156 ,0.408 ,8.407 ,0.015 ,74.533 ,1.118 
1066,43.089-0.011,58219.8 ,10.759 ,0.027 ,15.365 ,0.422 ,8.388 ,0.015 ,75.848 ,1.114 
1066,43.089-0.011,58383.9 ,10.769 ,0.028 ,15.215 ,0.418 ,8.416 ,0.015 ,73.886 ,1.082 
1066,43.089-0.011,58584.0 ,10.772 ,0.026 ,15.176 ,0.387 ,8.410 ,0.015 ,74.276 ,1.125 
1066,43.089-0.011,58748.2 ,10.779 ,0.027 ,15.085 ,0.413 ,8.430 ,0.014 ,72.965 ,1.050 
1066,43.089-0.011,58948.6 ,10.792 ,0.028 ,14.902 ,0.416 ,8.401 ,0.014 ,74.919 ,1.083 
1066,43.089-0.011,59112.6 ,10.780 ,0.027 ,15.059 ,0.400 ,8.424 ,0.014 ,73.348 ,1.036 
1066,43.089-0.011,59315.2 ,10.804 ,0.028 ,14.738 ,0.408 ,8.418 ,0.015 ,73.789 ,1.080 
1066,43.089-0.011,59479.3 ,10.798 ,0.029 ,14.816 ,0.423 ,8.427 ,0.014 ,73.174 ,1.037 
1067,49.537-0.904,56946.9 ,13.790 ,0.091 ,0.942 ,0.085 ,11.687 ,0.037 ,3.632 ,0.134 
1067,49.537-0.904,57129.3 ,13.559 ,0.069 ,1.165 ,0.081 ,11.500 ,0.035 ,4.316 ,0.151 
1067,49.537-0.904,57305.9 ,13.697 ,0.097 ,1.026 ,0.099 ,11.805 ,0.036 ,3.258 ,0.119 
1067,49.537-0.904,57493.5 ,13.355 ,0.068 ,1.406 ,0.095 ,11.248 ,0.028 ,5.440 ,0.151 
1067,49.537-0.904,57665.8 ,13.719 ,0.090 ,1.006 ,0.091 ,11.673 ,0.037 ,3.678 ,0.135 
1067,49.537-0.904,57858.1 ,13.654 ,0.093 ,1.067 ,0.099 ,11.609 ,0.037 ,3.903 ,0.145 
1067,49.537-0.904,58027.3 ,13.794 ,0.108 ,0.938 ,0.102 ,11.611 ,0.035 ,3.895 ,0.135 
1067,49.537-0.904,58224.9 ,13.570 ,0.071 ,1.153 ,0.082 ,11.713 ,0.038 ,3.547 ,0.133 
1067,49.537-0.904,58389.1 ,13.592 ,0.079 ,1.130 ,0.089 ,11.486 ,0.032 ,4.373 ,0.139 
1067,49.537-0.904,58589.2 ,13.676 ,0.082 ,1.046 ,0.086 ,11.819 ,0.043 ,3.216 ,0.138 
1067,49.537-0.904,58753.0 ,13.722 ,0.078 ,1.003 ,0.078 ,11.663 ,0.036 ,3.714 ,0.132 
1067,49.537-0.904,58953.3 ,13.675 ,0.098 ,1.048 ,0.103 ,11.915 ,0.043 ,2.944 ,0.125 
1067,49.537-0.904,59117.2 ,13.724 ,0.087 ,1.001 ,0.087 ,12.003 ,0.043 ,2.715 ,0.117 
1067,49.537-0.904,59320.2 ,13.807 ,0.105 ,0.927 ,0.098 ,11.959 ,0.041 ,2.828 ,0.116 
1068,53.485+0.521,56948.6 ,11.370 ,0.024 ,8.751 ,0.206 ,9.241 ,0.014 ,34.557 ,0.486 
1068,53.485+0.521,57131.0 ,11.426 ,0.025 ,8.313 ,0.207 ,9.244 ,0.015 ,34.474 ,0.526 
1068,53.485+0.521,57308.1 ,11.428 ,0.026 ,8.292 ,0.214 ,9.161 ,0.014 ,37.206 ,0.537 
1068,53.485+0.521,57495.1 ,10.989 ,0.021 ,12.424 ,0.261 ,8.752 ,0.014 ,54.213 ,0.751 
1068,53.485+0.521,57666.9 ,11.403 ,0.025 ,8.487 ,0.213 ,9.078 ,0.015 ,40.173 ,0.597 
1068,53.485+0.521,57860.1 ,11.499 ,0.027 ,7.770 ,0.209 ,9.268 ,0.015 ,33.726 ,0.513 
1068,53.485+0.521,58030.1 ,11.539 ,0.027 ,7.487 ,0.205 ,9.312 ,0.015 ,32.360 ,0.494 
1068,53.485+0.521,58226.5 ,11.425 ,0.026 ,8.315 ,0.214 ,9.222 ,0.015 ,35.186 ,0.534 
1068,53.485+0.521,58390.6 ,11.497 ,0.026 ,7.784 ,0.203 ,9.185 ,0.015 ,36.404 ,0.563 
1068,53.485+0.521,58590.6 ,11.244 ,0.022 ,9.828 ,0.219 ,8.979 ,0.014 ,43.988 ,0.633 
1068,53.485+0.521,58755.4 ,11.536 ,0.025 ,7.511 ,0.189 ,9.270 ,0.015 ,33.666 ,0.507 
1068,53.485+0.521,58957.7 ,11.604 ,0.027 ,7.051 ,0.190 ,9.334 ,0.015 ,31.720 ,0.482 
1068,53.485+0.521,59121.8 ,11.524 ,0.025 ,7.590 ,0.192 ,9.349 ,0.016 ,31.297 ,0.494 
1068,53.485+0.521,59322.0 ,11.471 ,0.024 ,7.973 ,0.189 ,9.262 ,0.015 ,33.893 ,0.513 
1068,53.485+0.521,59486.1 ,10.934 ,0.021 ,13.078 ,0.276 ,8.704 ,0.014 ,56.650 ,0.786 
1069,54.371-0.613,56771.0 ,11.809 ,0.032 ,5.837 ,0.185 ,9.042 ,0.015 ,41.509 ,0.628 
1069,54.371-0.613,56950.3 ,11.628 ,0.029 ,6.900 ,0.201 ,8.929 ,0.014 ,46.074 ,0.630 
1069,54.371-0.613,57132.7 ,11.890 ,0.030 ,5.418 ,0.164 ,8.925 ,0.014 ,46.232 ,0.668 
1069,54.371-0.613,57309.2 ,11.704 ,0.028 ,6.434 ,0.177 ,8.968 ,0.016 ,44.423 ,0.706 
1069,54.371-0.613,57496.8 ,12.275 ,0.034 ,3.800 ,0.129 ,9.058 ,0.014 ,40.906 ,0.591 
1069,54.371-0.613,57669.1 ,12.005 ,0.028 ,4.874 ,0.138 ,9.030 ,0.016 ,41.984 ,0.653 
1069,54.371-0.613,57862.5 ,12.239 ,0.034 ,3.930 ,0.132 ,8.990 ,0.015 ,43.559 ,0.651 
1069,54.371-0.613,58031.7 ,12.255 ,0.037 ,3.874 ,0.142 ,9.012 ,0.016 ,42.682 ,0.689 
1069,54.371-0.613,58228.1 ,12.120 ,0.031 ,4.384 ,0.136 ,8.998 ,0.014 ,43.231 ,0.615 
1069,54.371-0.613,58392.2 ,11.904 ,0.028 ,5.350 ,0.148 ,8.922 ,0.016 ,46.386 ,0.742 
1069,54.371-0.613,58592.9 ,11.970 ,0.032 ,5.033 ,0.160 ,8.835 ,0.014 ,50.251 ,0.711 
1069,54.371-0.613,58756.4 ,12.413 ,0.036 ,3.348 ,0.121 ,9.025 ,0.015 ,42.156 ,0.618 
1069,54.371-0.613,58959.4 ,12.324 ,0.036 ,3.633 ,0.130 ,9.080 ,0.015 ,40.086 ,0.585 
1069,54.371-0.613,59123.5 ,11.951 ,0.027 ,5.125 ,0.139 ,9.157 ,0.019 ,37.330 ,0.703 
1069,54.371-0.613,59323.7 ,12.286 ,0.036 ,3.764 ,0.136 ,9.356 ,0.016 ,31.101 ,0.506 
1070,59.436+0.820,56773.7 ,12.043 ,0.029 ,4.709 ,0.139 ,9.756 ,0.017 ,21.510 ,0.370 
1070,59.436+0.820,56953.1 ,12.013 ,0.027 ,4.840 ,0.130 ,9.781 ,0.016 ,21.011 ,0.343 
1070,59.436+0.820,57135.6 ,12.073 ,0.028 ,4.577 ,0.128 ,9.916 ,0.019 ,18.560 ,0.352 
1070,59.436+0.820,57312.5 ,12.078 ,0.028 ,4.558 ,0.129 ,9.902 ,0.018 ,18.808 ,0.339 
1070,59.436+0.820,57500.2 ,12.164 ,0.028 ,4.211 ,0.119 ,10.119 ,0.020 ,15.392 ,0.303 
1070,59.436+0.820,57673.2 ,12.176 ,0.028 ,4.166 ,0.115 ,10.202 ,0.020 ,14.262 ,0.287 
1070,59.436+0.820,57867.0 ,12.145 ,0.029 ,4.286 ,0.123 ,10.096 ,0.020 ,15.724 ,0.320 
1070,59.436+0.820,58034.6 ,12.251 ,0.032 ,3.888 ,0.123 ,10.327 ,0.022 ,12.711 ,0.277 
1070,59.436+0.820,58231.0 ,12.253 ,0.029 ,3.881 ,0.113 ,10.285 ,0.019 ,13.216 ,0.251 
1070,59.436+0.820,58395.2 ,12.240 ,0.029 ,3.927 ,0.115 ,10.347 ,0.021 ,12.478 ,0.259 
1070,59.436+0.820,58595.8 ,12.255 ,0.031 ,3.872 ,0.119 ,10.409 ,0.021 ,11.792 ,0.245 
1070,59.436+0.820,58759.6 ,12.276 ,0.031 ,3.798 ,0.117 ,10.363 ,0.022 ,12.300 ,0.270 
1070,59.436+0.820,58962.4 ,12.255 ,0.031 ,3.871 ,0.122 ,10.325 ,0.020 ,12.741 ,0.259 
1070,59.436+0.820,59126.4 ,12.313 ,0.039 ,3.671 ,0.143 ,10.507 ,0.021 ,10.773 ,0.227 
1070,59.436+0.820,59326.7 ,12.283 ,0.031 ,3.774 ,0.117 ,10.515 ,0.022 ,10.692 ,0.238 
1070,59.436+0.820,59490.7 ,12.414 ,0.035 ,3.346 ,0.117 ,10.542 ,0.021 ,10.427 ,0.219 
1071,59.498-0.236,56774.8 ,13.536 ,0.135 ,1.190 ,0.161 ,8.918 ,0.015 ,46.550 ,0.696 
1071,59.498-0.236,56954.2 ,13.483 ,0.116 ,1.249 ,0.145 ,8.971 ,0.015 ,44.329 ,0.665 
1071,59.498-0.236,57136.6 ,13.756 ,0.147 ,0.971 ,0.143 ,9.048 ,0.015 ,41.290 ,0.631 
1071,59.498-0.236,57313.4 ,13.347 ,0.122 ,1.417 ,0.172 ,8.873 ,0.015 ,48.520 ,0.714 
1071,59.498-0.236,57501.6 ,13.707 ,0.183 ,1.016 ,0.186 ,8.942 ,0.015 ,45.502 ,0.683 
1071,59.498-0.236,57675.2 ,13.773 ,0.155 ,0.957 ,0.149 ,9.117 ,0.016 ,38.740 ,0.610 
1071,59.498-0.236,57868.0 ,14.319 ,0.292 ,0.579 ,0.169 ,9.146 ,0.015 ,37.728 ,0.580 
1071,59.498-0.236,58035.6 ,13.575 ,0.153 ,1.148 ,0.175 ,8.993 ,0.016 ,43.427 ,0.677 
1071,59.498-0.236,58232.1 ,13.813 ,0.147 ,0.922 ,0.136 ,9.053 ,0.016 ,41.107 ,0.639 
1071,59.498-0.236,58396.3 ,14.445 ,0.270 ,0.515 ,0.139 ,9.385 ,0.017 ,30.280 ,0.528 
1071,59.498-0.236,58596.5 ,14.287 ,0.258 ,0.596 ,0.154 ,9.194 ,0.016 ,36.106 ,0.570 
1071,59.498-0.236,58760.7 ,13.486 ,0.134 ,1.246 ,0.166 ,8.961 ,0.015 ,44.723 ,0.671 
1071,59.498-0.236,58963.6 ,13.734 ,0.175 ,0.992 ,0.173 ,9.030 ,0.015 ,41.967 ,0.649 
1071,59.498-0.236,59127.6 ,13.630 ,0.147 ,1.092 ,0.160 ,9.025 ,0.015 ,42.184 ,0.639 
1071,59.498-0.236,59327.6 ,12.721 ,0.076 ,2.521 ,0.191 ,8.699 ,0.014 ,56.936 ,0.808 
1071,59.498-0.236,59491.7 ,13.292 ,0.105 ,1.490 ,0.157 ,8.880 ,0.015 ,48.211 ,0.717 
1072,62.310+0.114,56777.1 ,13.959 ,0.113 ,0.806 ,0.091 ,11.691 ,0.033 ,3.620 ,0.121 
1072,62.310+0.114,56956.4 ,13.865 ,0.089 ,0.879 ,0.078 ,11.649 ,0.033 ,3.762 ,0.124 
1072,62.310+0.114,57138.8 ,13.970 ,0.111 ,0.798 ,0.089 ,11.695 ,0.035 ,3.607 ,0.125 
1072,62.310+0.114,57316.6 ,13.986 ,0.097 ,0.786 ,0.076 ,11.679 ,0.034 ,3.660 ,0.126 
1072,62.310+0.114,57503.4 ,13.901 ,0.076 ,0.850 ,0.065 ,11.690 ,0.034 ,3.623 ,0.125 
1072,62.310+0.114,57677.3 ,13.945 ,0.099 ,0.816 ,0.081 ,11.690 ,0.036 ,3.622 ,0.130 
1072,62.310+0.114,57870.2 ,13.882 ,0.085 ,0.865 ,0.073 ,11.676 ,0.035 ,3.671 ,0.127 
1072,62.310+0.114,58037.9 ,13.896 ,0.090 ,0.855 ,0.077 ,11.697 ,0.035 ,3.598 ,0.127 
1072,62.310+0.114,58234.3 ,13.926 ,0.082 ,0.831 ,0.068 ,11.749 ,0.037 ,3.431 ,0.126 
1072,62.310+0.114,58398.4 ,13.864 ,0.075 ,0.880 ,0.066 ,11.701 ,0.034 ,3.587 ,0.120 
1072,62.310+0.114,58600.0 ,13.959 ,0.089 ,0.806 ,0.072 ,11.742 ,0.036 ,3.452 ,0.126 
1072,62.310+0.114,58763.9 ,13.896 ,0.076 ,0.854 ,0.065 ,11.689 ,0.034 ,3.625 ,0.123 
1072,62.310+0.114,58965.7 ,13.898 ,0.077 ,0.852 ,0.066 ,11.703 ,0.036 ,3.579 ,0.129 
1072,62.310+0.114,59129.7 ,13.901 ,0.074 ,0.850 ,0.063 ,11.689 ,0.035 ,3.626 ,0.128 
1072,62.310+0.114,59330.5 ,13.881 ,0.076 ,0.866 ,0.066 ,11.738 ,0.037 ,3.466 ,0.130 
1072,62.310+0.114,59494.6 ,13.890 ,0.092 ,0.859 ,0.079 ,11.722 ,0.035 ,3.516 ,0.124 
1073,74.098+0.110,56790.3 ,12.324 ,0.026 ,3.632 ,0.094 ,9.441 ,0.015 ,28.742 ,0.427 
1073,74.098+0.110,56972.0 ,12.323 ,0.026 ,3.636 ,0.095 ,9.451 ,0.014 ,28.490 ,0.402 
1073,74.098+0.110,57153.6 ,12.465 ,0.028 ,3.191 ,0.091 ,9.515 ,0.015 ,26.841 ,0.400 
1073,74.098+0.110,57331.0 ,12.525 ,0.029 ,3.019 ,0.088 ,9.482 ,0.016 ,27.689 ,0.432 
1073,74.098+0.110,57519.1 ,12.432 ,0.028 ,3.289 ,0.093 ,9.402 ,0.015 ,29.804 ,0.439 
1073,74.098+0.110,57690.2 ,12.493 ,0.030 ,3.109 ,0.093 ,9.419 ,0.015 ,29.349 ,0.446 
1073,74.098+0.110,57883.7 ,12.505 ,0.029 ,3.077 ,0.090 ,9.495 ,0.016 ,27.357 ,0.434 
1073,74.098+0.110,58051.3 ,12.525 ,0.031 ,3.021 ,0.093 ,9.641 ,0.016 ,23.919 ,0.373 
1073,74.098+0.110,58250.5 ,12.549 ,0.032 ,2.954 ,0.095 ,9.589 ,0.016 ,25.073 ,0.405 
1073,74.098+0.110,58414.4 ,12.577 ,0.030 ,2.880 ,0.086 ,9.565 ,0.015 ,25.641 ,0.396 
1073,74.098+0.110,58614.7 ,12.619 ,0.031 ,2.769 ,0.087 ,9.611 ,0.017 ,24.585 ,0.413 
1073,74.098+0.110,58778.5 ,12.551 ,0.029 ,2.949 ,0.086 ,9.543 ,0.016 ,26.176 ,0.415 
1073,74.098+0.110,58978.8 ,12.714 ,0.031 ,2.537 ,0.079 ,9.640 ,0.017 ,23.935 ,0.396 
1073,74.098+0.110,59142.9 ,12.619 ,0.030 ,2.769 ,0.083 ,9.650 ,0.016 ,23.718 ,0.374 
1073,74.098+0.110,59346.0 ,12.548 ,0.029 ,2.957 ,0.085 ,9.661 ,0.017 ,23.475 ,0.388 
1073,74.098+0.110,59509.7 ,12.525 ,0.029 ,3.019 ,0.089 ,9.506 ,0.015 ,27.087 ,0.408 
1074,75.010+0.274,56791.4 ,12.678 ,0.037 ,2.623 ,0.098 ,10.730 ,0.021 ,8.769 ,0.188 
1074,75.010+0.274,56973.0 ,12.549 ,0.034 ,2.955 ,0.101 ,10.611 ,0.022 ,9.785 ,0.216 
1074,75.010+0.274,57155.1 ,12.645 ,0.038 ,2.703 ,0.102 ,10.632 ,0.021 ,9.597 ,0.201 
1074,75.010+0.274,57332.1 ,12.803 ,0.041 ,2.338 ,0.096 ,10.717 ,0.022 ,8.876 ,0.194 
1074,75.010+0.274,57520.2 ,12.750 ,0.041 ,2.455 ,0.100 ,10.733 ,0.022 ,8.749 ,0.189 
1074,75.010+0.274,57691.3 ,12.884 ,0.046 ,2.169 ,0.099 ,10.775 ,0.023 ,8.414 ,0.197 
1074,75.010+0.274,57884.8 ,12.939 ,0.043 ,2.062 ,0.090 ,10.880 ,0.026 ,7.639 ,0.196 
1074,75.010+0.274,58052.3 ,13.104 ,0.050 ,1.772 ,0.089 ,10.877 ,0.024 ,7.662 ,0.187 
1074,75.010+0.274,58251.6 ,13.135 ,0.052 ,1.722 ,0.090 ,11.035 ,0.027 ,6.624 ,0.178 
1074,75.010+0.274,58415.4 ,13.100 ,0.052 ,1.779 ,0.092 ,10.858 ,0.024 ,7.795 ,0.185 
1074,75.010+0.274,58615.8 ,12.947 ,0.045 ,2.047 ,0.091 ,10.956 ,0.027 ,7.120 ,0.193 
1074,75.010+0.274,58779.6 ,12.898 ,0.044 ,2.141 ,0.094 ,10.818 ,0.024 ,8.088 ,0.196 
1074,75.010+0.274,58979.9 ,13.101 ,0.048 ,1.776 ,0.085 ,11.014 ,0.027 ,6.752 ,0.184 
1074,75.010+0.274,59144.1 ,13.090 ,0.051 ,1.795 ,0.091 ,10.857 ,0.024 ,7.803 ,0.188 
1074,75.010+0.274,59347.0 ,13.236 ,0.055 ,1.569 ,0.087 ,11.020 ,0.028 ,6.717 ,0.186 
1074,75.010+0.274,59510.7 ,13.197 ,0.051 ,1.627 ,0.083 ,10.915 ,0.025 ,7.397 ,0.184 
1075,76.093+0.158,56793.5 ,10.895 ,0.019 ,13.550 ,0.253 ,8.592 ,0.013 ,62.836 ,0.822 
1075,76.093+0.158,56974.6 ,10.975 ,0.020 ,12.585 ,0.252 ,8.523 ,0.013 ,66.935 ,0.880 
1075,76.093+0.158,57157.7 ,10.906 ,0.019 ,13.417 ,0.258 ,8.527 ,0.013 ,66.716 ,0.886 
1075,76.093+0.158,57333.7 ,10.920 ,0.021 ,13.237 ,0.279 ,8.483 ,0.013 ,69.495 ,0.910 
1075,76.093+0.158,57521.7 ,10.856 ,0.020 ,14.048 ,0.284 ,8.500 ,0.014 ,68.378 ,0.934 
1075,76.093+0.158,57693.1 ,10.943 ,0.021 ,12.968 ,0.267 ,8.521 ,0.014 ,67.099 ,0.922 
1075,76.093+0.158,57886.4 ,10.918 ,0.020 ,13.272 ,0.271 ,8.543 ,0.014 ,65.746 ,0.899 
1075,76.093+0.158,58054.8 ,10.904 ,0.021 ,13.443 ,0.278 ,8.463 ,0.013 ,70.753 ,0.954 
1075,76.093+0.158,58253.2 ,10.995 ,0.021 ,12.357 ,0.260 ,8.584 ,0.014 ,63.315 ,0.898 
1075,76.093+0.158,58416.9 ,11.080 ,0.020 ,11.426 ,0.229 ,8.627 ,0.013 ,60.832 ,0.805 
1075,76.093+0.158,58617.2 ,10.940 ,0.021 ,13.000 ,0.268 ,8.578 ,0.014 ,63.643 ,0.865 
1075,76.093+0.158,58781.0 ,11.014 ,0.021 ,12.148 ,0.252 ,8.584 ,0.014 ,63.305 ,0.864 
1075,76.093+0.158,58982.9 ,11.078 ,0.021 ,11.454 ,0.242 ,8.668 ,0.014 ,58.571 ,0.802 
1075,76.093+0.158,59146.6 ,11.031 ,0.021 ,11.951 ,0.250 ,8.651 ,0.014 ,59.521 ,0.816 
1075,76.093+0.158,59348.6 ,11.018 ,0.021 ,12.100 ,0.257 ,8.667 ,0.014 ,58.654 ,0.821 
1075,76.093+0.158,59512.3 ,11.074 ,0.021 ,11.490 ,0.241 ,8.683 ,0.014 ,57.794 ,0.816 
1076,78.969+0.541,56798.3 ,10.885 ,0.018 ,13.680 ,0.252 ,8.157 ,0.012 ,93.778 ,1.085 
1076,78.969+0.541,56978.2 ,10.929 ,0.019 ,13.128 ,0.249 ,8.215 ,0.011 ,88.959 ,1.005 
1076,78.969+0.541,57161.5 ,10.921 ,0.020 ,13.230 ,0.258 ,8.197 ,0.012 ,90.380 ,1.039 
1076,78.969+0.541,57338.1 ,10.988 ,0.019 ,12.443 ,0.234 ,8.213 ,0.012 ,89.094 ,1.025 
