ID,Name,MJD,W1mag,W1mag err,W1flux,W1flux err,W2,W2 sig,W2flux,W2flux err
542,291.579-0.431,58138.1 ,10.874 ,0.040 ,13.816 ,0.546 ,8.456 ,0.019 ,71.202 ,1.323 
542,291.579-0.431,58298.6 ,10.902 ,0.045 ,13.461 ,0.601 ,8.528 ,0.018 ,66.628 ,1.188 
542,291.579-0.431,58502.2 ,10.988 ,0.047 ,12.441 ,0.588 ,8.477 ,0.018 ,69.839 ,1.241 
542,291.579-0.431,58662.9 ,10.761 ,0.036 ,15.329 ,0.545 ,8.500 ,0.016 ,68.372 ,1.104 
542,291.579-0.431,58869.1 ,10.850 ,0.042 ,14.125 ,0.594 ,8.448 ,0.018 ,71.745 ,1.324 
542,291.579-0.431,59027.9 ,10.804 ,0.041 ,14.734 ,0.611 ,8.464 ,0.017 ,70.674 ,1.192 
542,291.579-0.431,59233.3 ,10.944 ,0.054 ,12.950 ,0.695 ,8.455 ,0.018 ,71.317 ,1.297 
545,291.879-0.810,56679.4 ,12.188 ,0.029 ,4.117 ,0.121 ,10.195 ,0.018 ,14.351 ,0.260 
545,291.879-0.810,56858.1 ,12.180 ,0.029 ,4.148 ,0.119 ,10.158 ,0.019 ,14.857 ,0.277 
545,291.879-0.810,57044.3 ,12.124 ,0.028 ,4.369 ,0.121 ,10.061 ,0.017 ,16.241 ,0.283 
545,291.879-0.810,57217.0 ,12.184 ,0.028 ,4.134 ,0.116 ,10.096 ,0.018 ,15.726 ,0.276 
545,291.879-0.810,57407.2 ,12.122 ,0.028 ,4.378 ,0.124 ,9.943 ,0.017 ,18.109 ,0.300 
545,291.879-0.810,57576.1 ,12.179 ,0.028 ,4.152 ,0.118 ,9.993 ,0.018 ,17.295 ,0.317 
545,291.879-0.810,57772.7 ,12.115 ,0.028 ,4.403 ,0.125 ,9.977 ,0.018 ,17.539 ,0.321 
545,291.879-0.810,57938.2 ,12.141 ,0.028 ,4.301 ,0.123 ,9.959 ,0.018 ,17.839 ,0.320 
545,291.879-0.810,58138.9 ,12.154 ,0.028 ,4.248 ,0.121 ,9.915 ,0.018 ,18.580 ,0.338 
545,291.879-0.810,58299.8 ,12.206 ,0.029 ,4.049 ,0.117 ,10.012 ,0.018 ,16.992 ,0.305 
545,291.879-0.810,58503.2 ,12.157 ,0.028 ,4.239 ,0.120 ,10.063 ,0.019 ,16.206 ,0.301 
545,291.879-0.810,58664.0 ,12.183 ,0.027 ,4.139 ,0.113 ,10.073 ,0.018 ,16.063 ,0.297 
545,291.879-0.810,58869.8 ,12.191 ,0.029 ,4.106 ,0.120 ,10.018 ,0.018 ,16.903 ,0.311 
545,291.879-0.810,59029.4 ,12.243 ,0.029 ,3.916 ,0.115 ,10.121 ,0.020 ,15.363 ,0.302 
545,291.879-0.810,59234.0 ,12.160 ,0.030 ,4.225 ,0.125 ,10.121 ,0.020 ,15.365 ,0.301 
545,291.879-0.810,59395.4 ,12.274 ,0.029 ,3.806 ,0.111 ,10.199 ,0.019 ,14.306 ,0.274 
547,292.468+0.168,56679.7 ,10.974 ,0.019 ,12.601 ,0.238 ,9.584 ,0.016 ,25.191 ,0.392 
547,292.468+0.168,56858.3 ,10.914 ,0.019 ,13.317 ,0.257 ,9.497 ,0.015 ,27.302 ,0.420 
547,292.468+0.168,57044.4 ,10.975 ,0.019 ,12.587 ,0.236 ,9.564 ,0.016 ,25.669 ,0.402 
547,292.468+0.168,57217.2 ,10.968 ,0.019 ,12.664 ,0.242 ,9.603 ,0.016 ,24.771 ,0.393 
547,292.468+0.168,57407.4 ,10.935 ,0.020 ,13.063 ,0.255 ,9.504 ,0.015 ,27.119 ,0.416 
547,292.468+0.168,57576.9 ,10.952 ,0.021 ,12.860 ,0.268 ,9.569 ,0.016 ,25.556 ,0.414 
547,292.468+0.168,57773.1 ,11.068 ,0.020 ,11.559 ,0.229 ,9.619 ,0.017 ,24.396 ,0.407 
547,292.468+0.168,57938.2 ,10.990 ,0.020 ,12.413 ,0.250 ,9.568 ,0.016 ,25.578 ,0.417 
547,292.468+0.168,58138.9 ,10.962 ,0.019 ,12.741 ,0.247 ,9.518 ,0.016 ,26.773 ,0.430 
547,292.468+0.168,58299.9 ,11.045 ,0.020 ,11.807 ,0.236 ,9.641 ,0.016 ,23.902 ,0.392 
547,292.468+0.168,58503.4 ,11.054 ,0.019 ,11.700 ,0.228 ,9.651 ,0.016 ,23.685 ,0.382 
547,292.468+0.168,58664.1 ,10.944 ,0.019 ,12.953 ,0.252 ,9.542 ,0.016 ,26.185 ,0.428 
547,292.468+0.168,58870.0 ,10.998 ,0.019 ,12.329 ,0.237 ,9.550 ,0.017 ,26.001 ,0.431 
547,292.468+0.168,59029.7 ,11.025 ,0.020 ,12.018 ,0.241 ,9.667 ,0.017 ,23.353 ,0.389 
547,292.468+0.168,59234.2 ,11.019 ,0.020 ,12.087 ,0.239 ,9.630 ,0.016 ,24.165 ,0.396 
547,292.468+0.168,59395.5 ,11.054 ,0.020 ,11.706 ,0.229 ,9.663 ,0.017 ,23.431 ,0.394 
548,293.723-1.742,56684.4 ,12.193 ,0.049 ,4.099 ,0.200 ,10.754 ,0.027 ,8.576 ,0.234 
548,293.723-1.742,56861.8 ,12.157 ,0.044 ,4.238 ,0.188 ,10.779 ,0.029 ,8.382 ,0.245 
548,293.723-1.742,57047.3 ,12.064 ,0.043 ,4.615 ,0.198 ,10.691 ,0.026 ,9.090 ,0.237 
548,293.723-1.742,57221.0 ,12.104 ,0.047 ,4.451 ,0.209 ,10.742 ,0.027 ,8.671 ,0.234 
548,293.723-1.742,57411.0 ,12.187 ,0.048 ,4.121 ,0.199 ,10.767 ,0.027 ,8.474 ,0.227 
548,293.723-1.742,57580.5 ,12.051 ,0.050 ,4.672 ,0.233 ,10.681 ,0.032 ,9.171 ,0.292 
548,293.723-1.742,57777.9 ,12.197 ,0.047 ,4.085 ,0.194 ,10.768 ,0.030 ,8.470 ,0.251 
548,293.723-1.742,57942.9 ,12.235 ,0.046 ,3.945 ,0.183 ,10.837 ,0.028 ,7.946 ,0.223 
548,293.723-1.742,58142.1 ,12.217 ,0.046 ,4.012 ,0.184 ,10.793 ,0.027 ,8.273 ,0.225 
548,293.723-1.742,58303.4 ,12.251 ,0.049 ,3.888 ,0.189 ,10.820 ,0.032 ,8.069 ,0.256 
548,293.723-1.742,58506.6 ,12.201 ,0.048 ,4.071 ,0.195 ,10.796 ,0.027 ,8.254 ,0.223 
548,293.723-1.742,58668.0 ,12.203 ,0.039 ,4.062 ,0.159 ,10.735 ,0.025 ,8.730 ,0.216 
548,293.723-1.742,58873.3 ,12.330 ,0.047 ,3.613 ,0.171 ,10.894 ,0.027 ,7.542 ,0.204 
548,293.723-1.742,59034.6 ,12.417 ,0.054 ,3.335 ,0.182 ,10.971 ,0.040 ,7.021 ,0.280 
548,293.723-1.742,59237.4 ,12.295 ,0.044 ,3.732 ,0.164 ,10.883 ,0.026 ,7.621 ,0.196 
548,293.723-1.742,59398.7 ,12.270 ,0.043 ,3.818 ,0.164 ,10.880 ,0.029 ,7.641 ,0.219 
549,293.827-0.746,56683.6 ,10.103 ,0.017 ,28.103 ,0.464 ,8.495 ,0.016 ,68.689 ,1.065 
549,293.827-0.746,56861.1 ,10.018 ,0.017 ,30.403 ,0.511 ,8.220 ,0.014 ,88.477 ,1.274 
549,293.827-0.746,57046.9 ,10.183 ,0.018 ,26.101 ,0.457 ,8.493 ,0.016 ,68.832 ,1.101 
549,293.827-0.746,57220.9 ,9.940 ,0.017 ,32.671 ,0.568 ,8.323 ,0.014 ,80.480 ,1.157 
549,293.827-0.746,57410.2 ,10.045 ,0.018 ,29.645 ,0.541 ,8.466 ,0.016 ,70.598 ,1.130 
549,293.827-0.746,57578.7 ,10.054 ,0.019 ,29.390 ,0.570 ,8.369 ,0.016 ,77.174 ,1.235 
549,293.827-0.746,57777.5 ,10.243 ,0.020 ,24.708 ,0.484 ,8.579 ,0.017 ,63.579 ,1.081 
549,293.827-0.746,57942.4 ,10.106 ,0.020 ,28.036 ,0.550 ,8.488 ,0.016 ,69.137 ,1.106 
549,293.827-0.746,58141.7 ,10.137 ,0.018 ,27.231 ,0.497 ,8.461 ,0.015 ,70.875 ,1.081 
549,293.827-0.746,58302.8 ,9.899 ,0.019 ,33.920 ,0.636 ,8.275 ,0.016 ,84.176 ,1.326 
549,293.827-0.746,58505.7 ,10.009 ,0.018 ,30.645 ,0.559 ,8.443 ,0.015 ,72.101 ,1.109 
549,293.827-0.746,58670.7 ,10.078 ,0.019 ,28.751 ,0.546 ,8.461 ,0.018 ,70.924 ,1.241 
549,293.827-0.746,58872.7 ,10.016 ,0.018 ,30.437 ,0.548 ,8.389 ,0.014 ,75.737 ,1.091 
549,293.827-0.746,59034.1 ,10.073 ,0.019 ,28.896 ,0.549 ,8.449 ,0.016 ,71.705 ,1.133 
549,293.827-0.746,59237.1 ,10.184 ,0.021 ,26.083 ,0.551 ,8.546 ,0.016 ,65.579 ,1.049 
550,293.942-0.874,56683.7 ,10.792 ,0.023 ,14.899 ,0.338 ,8.194 ,0.013 ,90.631 ,1.135 
550,293.942-0.874,56861.3 ,10.819 ,0.042 ,14.535 ,0.614 ,8.274 ,0.031 ,84.205 ,2.642 
550,293.942-0.874,57047.0 ,10.757 ,0.023 ,15.390 ,0.361 ,8.190 ,0.013 ,90.950 ,1.172 
550,293.942-0.874,57220.0 ,10.787 ,0.026 ,14.975 ,0.393 ,8.017 ,0.012 ,106.731 ,1.281 
550,293.942-0.874,57410.3 ,10.780 ,0.023 ,15.071 ,0.345 ,8.154 ,0.013 ,94.057 ,1.237 
550,293.942-0.874,57777.4 ,10.763 ,0.023 ,15.309 ,0.356 ,8.170 ,0.013 ,92.665 ,1.234 
550,293.942-0.874,57942.3 ,10.740 ,0.023 ,15.634 ,0.360 ,8.178 ,0.013 ,92.001 ,1.222 
550,293.942-0.874,58141.8 ,10.831 ,0.023 ,14.367 ,0.334 ,8.277 ,0.013 ,83.995 ,1.079 
550,293.942-0.874,58302.8 ,10.771 ,0.023 ,15.190 ,0.349 ,8.230 ,0.013 ,87.698 ,1.111 
550,293.942-0.874,58506.3 ,10.779 ,0.023 ,15.075 ,0.353 ,8.206 ,0.013 ,89.650 ,1.170 
550,293.942-0.874,58668.7 ,10.695 ,0.020 ,16.297 ,0.323 ,8.250 ,0.014 ,86.082 ,1.171 
550,293.942-0.874,58872.9 ,10.812 ,0.024 ,14.633 ,0.346 ,8.218 ,0.013 ,88.682 ,1.173 
550,293.942-0.874,59034.3 ,10.731 ,0.022 ,15.765 ,0.342 ,8.226 ,0.013 ,87.995 ,1.173 
550,293.942-0.874,59237.1 ,10.784 ,0.023 ,15.003 ,0.351 ,8.187 ,0.013 ,91.224 ,1.200 
550,293.942-0.874,59398.3 ,10.731 ,0.022 ,15.760 ,0.345 ,8.196 ,0.014 ,90.509 ,1.222 
552,294.511-1.621,56685.2 ,9.744 ,0.017 ,39.111 ,0.648 ,6.639 ,0.012 ,379.546 ,4.435 
552,294.511-1.621,56862.9 ,9.756 ,0.017 ,38.703 ,0.649 ,6.625 ,0.012 ,384.604 ,4.480 
552,294.511-1.621,57048.3 ,9.841 ,0.018 ,35.780 ,0.627 ,6.742 ,0.012 ,345.174 ,4.027 
552,294.511-1.621,57222.2 ,9.790 ,0.017 ,37.498 ,0.649 ,6.760 ,0.012 ,339.660 ,4.045 
552,294.511-1.621,57411.9 ,9.914 ,0.018 ,33.451 ,0.616 ,6.769 ,0.012 ,336.866 ,4.183 
552,294.511-1.621,57582.1 ,9.867 ,0.018 ,34.930 ,0.623 ,6.818 ,0.012 ,322.100 ,3.932 
552,294.511-1.621,57778.8 ,9.884 ,0.018 ,34.386 ,0.630 ,6.810 ,0.012 ,324.468 ,3.982 
552,294.511-1.621,57944.0 ,9.847 ,0.017 ,35.566 ,0.621 ,6.785 ,0.012 ,331.839 ,4.139 
552,294.511-1.621,58143.1 ,9.974 ,0.018 ,31.635 ,0.564 ,6.827 ,0.012 ,319.216 ,3.763 
552,294.511-1.621,58304.4 ,9.894 ,0.018 ,34.074 ,0.609 ,6.758 ,0.012 ,340.170 ,4.162 
552,294.511-1.621,58507.4 ,9.998 ,0.018 ,30.952 ,0.549 ,6.854 ,0.012 ,311.316 ,3.670 
552,294.511-1.621,58668.5 ,9.914 ,0.017 ,33.444 ,0.584 ,6.869 ,0.012 ,307.163 ,3.686 
552,294.511-1.621,58874.3 ,9.981 ,0.018 ,31.456 ,0.578 ,6.872 ,0.012 ,306.464 ,3.742 
552,294.511-1.621,59035.6 ,9.859 ,0.017 ,35.187 ,0.602 ,6.805 ,0.012 ,325.963 ,3.984 
552,294.511-1.621,59238.6 ,9.981 ,0.018 ,31.443 ,0.577 ,6.858 ,0.013 ,310.406 ,4.004 
552,294.511-1.621,59399.8 ,9.869 ,0.017 ,34.849 ,0.605 ,6.842 ,0.012 ,315.037 ,3.735 
554,294.990-1.719,56686.3 ,8.400 ,0.014 ,134.917 ,1.943 ,6.064 ,0.014 ,644.709 ,9.198 
554,294.990-1.719,56863.6 ,8.364 ,0.016 ,139.439 ,2.257 ,6.102 ,0.013 ,622.645 ,8.367 
554,294.990-1.719,57049.0 ,7.985 ,0.015 ,197.688 ,2.943 ,5.469 ,0.015 ,1115.696 ,17.169 
554,294.990-1.719,57222.9 ,8.063 ,0.015 ,184.060 ,2.761 ,5.771 ,0.015 ,844.871 ,12.532 
554,294.990-1.719,57412.2 ,8.155 ,0.015 ,168.972 ,2.559 ,5.765 ,0.015 ,849.050 ,12.978 
554,294.990-1.719,57583.1 ,8.166 ,0.016 ,167.380 ,2.671 ,5.935 ,0.014 ,726.090 ,10.485 
554,294.990-1.719,57779.7 ,8.193 ,0.016 ,163.145 ,2.573 ,5.868 ,0.015 ,772.472 ,11.944 
554,294.990-1.719,57944.8 ,8.157 ,0.015 ,168.717 ,2.603 ,5.868 ,0.015 ,772.206 ,11.197 
554,294.990-1.719,58143.8 ,8.374 ,0.015 ,138.103 ,2.103 ,6.062 ,0.014 ,646.029 ,9.293 
554,294.990-1.719,58305.1 ,8.400 ,0.016 ,134.860 ,2.107 ,6.174 ,0.013 ,582.861 ,7.286 
554,294.990-1.719,58508.2 ,8.545 ,0.016 ,118.038 ,1.851 ,6.160 ,0.013 ,590.417 ,7.955 
554,294.990-1.719,58669.7 ,8.498 ,0.016 ,123.248 ,1.972 ,6.296 ,0.012 ,520.799 ,6.354 
554,294.990-1.719,58875.0 ,8.468 ,0.016 ,126.673 ,2.027 ,6.088 ,0.013 ,630.943 ,8.281 
554,294.990-1.719,59036.4 ,8.386 ,0.016 ,136.658 ,2.147 ,6.194 ,0.012 ,571.992 ,7.027 
554,294.990-1.719,59239.2 ,8.389 ,0.015 ,136.198 ,2.099 ,6.081 ,0.014 ,634.526 ,8.622 
555,296.893-1.305,56688.6 ,9.724 ,0.016 ,39.856 ,0.649 ,8.512 ,0.013 ,67.641 ,0.870 
555,296.893-1.305,56866.0 ,9.744 ,0.017 ,39.112 ,0.649 ,8.527 ,0.013 ,66.721 ,0.867 
555,296.893-1.305,57051.1 ,9.756 ,0.017 ,38.700 ,0.649 ,8.560 ,0.013 ,64.733 ,0.824 
555,296.893-1.305,57225.9 ,9.738 ,0.017 ,39.324 ,0.670 ,8.532 ,0.013 ,66.418 ,0.882 
555,296.893-1.305,57415.2 ,9.727 ,0.017 ,39.743 ,0.662 ,8.486 ,0.013 ,69.274 ,0.932 
555,296.893-1.305,57586.7 ,9.753 ,0.017 ,38.788 ,0.654 ,8.487 ,0.013 ,69.232 ,0.920 
555,296.893-1.305,57781.8 ,9.722 ,0.017 ,39.917 ,0.679 ,8.497 ,0.013 ,68.559 ,0.917 
555,296.893-1.305,57947.2 ,9.705 ,0.017 ,40.532 ,0.682 ,8.481 ,0.013 ,69.586 ,0.937 
555,296.893-1.305,58146.0 ,9.727 ,0.017 ,39.727 ,0.655 ,8.468 ,0.014 ,70.423 ,0.951 
555,296.893-1.305,58307.6 ,9.655 ,0.017 ,42.443 ,0.700 ,8.446 ,0.014 ,71.885 ,0.984 
555,296.893-1.305,58511.6 ,9.704 ,0.017 ,40.568 ,0.708 ,8.441 ,0.013 ,72.189 ,0.973 
555,296.893-1.305,58672.3 ,9.671 ,0.017 ,41.819 ,0.711 ,8.451 ,0.014 ,71.580 ,1.002 
555,296.893-1.305,58877.3 ,9.715 ,0.017 ,40.165 ,0.669 ,8.430 ,0.013 ,72.948 ,0.973 
555,296.893-1.305,59038.7 ,9.698 ,0.017 ,40.816 ,0.691 ,8.445 ,0.014 ,71.974 ,1.025 
555,296.893-1.305,59242.0 ,9.685 ,0.016 ,41.309 ,0.661 ,8.389 ,0.014 ,75.718 ,1.060 
556,297.406-0.622,56688.6 ,9.861 ,0.017 ,35.131 ,0.608 ,7.502 ,0.012 ,171.413 ,2.093 
556,297.406-0.622,56866.2 ,9.973 ,0.019 ,31.684 ,0.588 ,7.573 ,0.013 ,160.644 ,2.008 
556,297.406-0.622,57051.1 ,9.891 ,0.017 ,34.168 ,0.577 ,7.510 ,0.012 ,170.203 ,1.976 
556,297.406-0.622,57225.9 ,9.982 ,0.017 ,31.425 ,0.547 ,7.538 ,0.012 ,165.815 ,2.052 
556,297.406-0.622,57415.3 ,9.939 ,0.018 ,32.698 ,0.589 ,7.559 ,0.013 ,162.733 ,2.081 
556,297.406-0.622,57586.9 ,9.967 ,0.018 ,31.844 ,0.565 ,7.538 ,0.013 ,165.889 ,2.168 
556,297.406-0.622,57781.9 ,10.029 ,0.019 ,30.081 ,0.558 ,7.608 ,0.013 ,155.490 ,1.995 
556,297.406-0.622,57947.3 ,9.956 ,0.018 ,32.182 ,0.577 ,7.543 ,0.013 ,165.059 ,2.074 
556,297.406-0.622,58146.1 ,10.008 ,0.019 ,30.669 ,0.575 ,7.569 ,0.013 ,161.264 ,2.046 
556,297.406-0.622,58307.7 ,9.989 ,0.018 ,31.204 ,0.550 ,7.582 ,0.013 ,159.337 ,2.081 
556,297.406-0.622,58511.9 ,9.992 ,0.018 ,31.119 ,0.570 ,7.569 ,0.013 ,161.196 ,2.110 
556,297.406-0.622,58672.4 ,10.063 ,0.018 ,29.147 ,0.526 ,7.616 ,0.013 ,154.320 ,2.055 
556,297.406-0.622,58877.4 ,10.046 ,0.019 ,29.606 ,0.559 ,7.559 ,0.013 ,162.709 ,2.088 
556,297.406-0.622,59038.9 ,10.104 ,0.019 ,28.071 ,0.520 ,7.649 ,0.014 ,149.804 ,2.047 
556,297.406-0.622,59242.0 ,10.124 ,0.020 ,27.572 ,0.546 ,7.554 ,0.012 ,163.444 ,2.039 
557,298.177-0.795,56689.8 ,11.840 ,0.034 ,5.676 ,0.191 ,11.246 ,0.034 ,5.454 ,0.186 
557,298.177-0.795,56867.3 ,11.703 ,0.025 ,6.437 ,0.158 ,10.987 ,0.029 ,6.925 ,0.203 
557,298.177-0.795,57052.3 ,11.627 ,0.024 ,6.903 ,0.168 ,10.928 ,0.025 ,7.308 ,0.183 
557,298.177-0.795,57227.1 ,11.677 ,0.026 ,6.596 ,0.169 ,11.012 ,0.026 ,6.766 ,0.174 
557,298.177-0.795,57415.6 ,11.583 ,0.026 ,7.190 ,0.185 ,11.099 ,0.028 ,6.245 ,0.173 
557,298.177-0.795,57588.2 ,11.760 ,0.028 ,6.107 ,0.169 ,11.123 ,0.035 ,6.105 ,0.212 
557,298.177-0.795,57783.1 ,11.704 ,0.024 ,6.434 ,0.154 ,11.185 ,0.033 ,5.769 ,0.188 
557,298.177-0.795,57948.4 ,11.657 ,0.024 ,6.717 ,0.163 ,10.945 ,0.027 ,7.192 ,0.192 
557,298.177-0.795,58147.4 ,11.682 ,0.026 ,6.561 ,0.170 ,11.046 ,0.030 ,6.556 ,0.194 
557,298.177-0.795,58308.8 ,11.836 ,0.029 ,5.696 ,0.167 ,10.989 ,0.031 ,6.909 ,0.212 
557,298.177-0.795,58514.4 ,11.771 ,0.026 ,6.050 ,0.156 ,11.006 ,0.028 ,6.800 ,0.189 
557,298.177-0.795,58675.8 ,11.667 ,0.027 ,6.658 ,0.180 ,10.737 ,0.025 ,8.713 ,0.213 
557,298.177-0.795,58878.3 ,11.801 ,0.026 ,5.885 ,0.153 ,11.104 ,0.034 ,6.217 ,0.208 
557,298.177-0.795,59244.5 ,11.757 ,0.025 ,6.124 ,0.153 ,11.069 ,0.034 ,6.416 ,0.218 
557,298.177-0.795,59407.4 ,11.646 ,0.030 ,6.783 ,0.201 ,10.549 ,0.025 ,10.362 ,0.259 
559,298.262+0.739,56688.6 ,8.467 ,0.015 ,126.831 ,1.839 ,6.175 ,0.013 ,581.882 ,7.338 
559,298.262+0.739,56866.2 ,8.521 ,0.014 ,120.631 ,1.689 ,6.257 ,0.013 ,539.716 ,7.151 
559,298.262+0.739,57051.1 ,8.488 ,0.014 ,124.369 ,1.778 ,6.258 ,0.012 ,539.279 ,6.471 
559,298.262+0.739,57226.0 ,8.407 ,0.014 ,134.039 ,1.816 ,6.169 ,0.012 ,585.585 ,7.267 
559,298.262+0.739,57415.0 ,8.445 ,0.015 ,129.451 ,1.983 ,6.164 ,0.013 ,587.847 ,7.920 
559,298.262+0.739,57586.8 ,8.489 ,0.015 ,124.317 ,1.909 ,6.258 ,0.013 ,539.108 ,6.816 
559,298.262+0.739,57781.9 ,8.460 ,0.015 ,127.690 ,1.891 ,6.182 ,0.013 ,578.183 ,7.661 
559,298.262+0.739,57947.3 ,8.365 ,0.015 ,139.272 ,2.122 ,6.153 ,0.014 ,594.037 ,8.037 
559,298.262+0.739,58146.2 ,8.370 ,0.016 ,138.685 ,2.162 ,6.162 ,0.014 ,589.357 ,7.974 
559,298.262+0.739,58307.8 ,8.421 ,0.015 ,132.292 ,1.977 ,6.249 ,0.013 ,543.827 ,6.814 
559,298.262+0.739,58511.9 ,8.436 ,0.015 ,130.511 ,1.982 ,6.168 ,0.013 ,585.788 ,7.707 
559,298.262+0.739,58672.2 ,8.439 ,0.015 ,130.111 ,1.973 ,6.280 ,0.012 ,528.244 ,6.574 
559,298.262+0.739,58877.4 ,8.466 ,0.015 ,126.880 ,1.933 ,6.162 ,0.013 ,589.229 ,7.937 
559,298.262+0.739,59039.0 ,8.534 ,0.015 ,119.223 ,1.840 ,6.384 ,0.012 ,480.275 ,5.853 
559,298.262+0.739,59242.1 ,8.457 ,0.016 ,127.961 ,2.003 ,6.184 ,0.013 ,577.391 ,7.564 
560,298.632-0.362,56690.1 ,10.000 ,0.022 ,30.892 ,0.669 ,7.525 ,0.013 ,167.943 ,2.099 
560,298.632-0.362,56868.0 ,10.638 ,0.069 ,17.163 ,1.176 ,7.654 ,0.013 ,149.085 ,1.971 
560,298.632-0.362,57052.5 ,9.792 ,0.019 ,37.420 ,0.695 ,7.458 ,0.012 ,178.645 ,2.105 
560,298.632-0.362,57227.8 ,10.148 ,0.026 ,26.974 ,0.693 ,7.592 ,0.013 ,157.854 ,2.022 
560,298.632-0.362,57416.4 ,10.155 ,0.043 ,26.789 ,1.150 ,7.443 ,0.013 ,181.010 ,2.383 
560,298.632-0.362,57588.3 ,10.123 ,0.034 ,27.596 ,0.946 ,7.456 ,0.014 ,178.882 ,2.462 
560,298.632-0.362,57783.2 ,9.972 ,0.039 ,31.722 ,1.246 ,7.330 ,0.013 ,200.918 ,2.569 
560,298.632-0.362,57948.6 ,9.805 ,0.033 ,36.979 ,1.228 ,7.254 ,0.013 ,215.415 ,2.770 
560,298.632-0.362,58147.5 ,9.612 ,0.025 ,44.184 ,1.096 ,7.206 ,0.013 ,225.253 ,2.823 
560,298.632-0.362,58309.1 ,10.151 ,0.030 ,26.895 ,0.796 ,7.455 ,0.013 ,179.134 ,2.400 
560,298.632-0.362,58514.2 ,9.837 ,0.033 ,35.891 ,1.190 ,7.207 ,0.013 ,225.091 ,2.902 
560,298.632-0.362,58674.8 ,9.768 ,0.030 ,38.266 ,1.161 ,7.191 ,0.013 ,228.318 ,2.987 
560,298.632-0.362,58878.7 ,9.619 ,0.035 ,43.899 ,1.531 ,7.038 ,0.013 ,262.857 ,3.448 
560,298.632-0.362,59040.4 ,9.363 ,0.017 ,55.579 ,0.962 ,7.095 ,0.013 ,249.366 ,3.280 
560,298.632-0.362,59243.4 ,9.490 ,0.030 ,49.424 ,1.504 ,7.078 ,0.015 ,253.489 ,3.909 
560,298.632-0.362,59405.2 ,9.573 ,0.026 ,45.774 ,1.200 ,7.059 ,0.013 ,257.983 ,3.372 
561,298.723-0.086,56689.9 ,10.727 ,0.019 ,15.821 ,0.304 ,9.056 ,0.014 ,40.995 ,0.588 
561,298.723-0.086,56867.8 ,10.771 ,0.020 ,15.194 ,0.305 ,9.059 ,0.015 ,40.859 ,0.592 
561,298.723-0.086,57052.4 ,10.738 ,0.020 ,15.658 ,0.309 ,9.032 ,0.014 ,41.886 ,0.586 
561,298.723-0.086,57227.9 ,10.761 ,0.020 ,15.336 ,0.302 ,9.068 ,0.014 ,40.521 ,0.579 
561,298.723-0.086,57416.0 ,10.720 ,0.019 ,15.925 ,0.309 ,9.022 ,0.014 ,42.274 ,0.595 
561,298.723-0.086,57588.0 ,10.802 ,0.021 ,14.764 ,0.307 ,9.104 ,0.015 ,39.201 ,0.588 
561,298.723-0.086,57783.2 ,10.807 ,0.020 ,14.691 ,0.296 ,9.110 ,0.015 ,39.007 ,0.566 
561,298.723-0.086,57948.6 ,10.745 ,0.020 ,15.559 ,0.308 ,9.077 ,0.015 ,40.208 ,0.603 
561,298.723-0.086,58147.4 ,10.764 ,0.020 ,15.292 ,0.301 ,9.074 ,0.015 ,40.295 ,0.597 
561,298.723-0.086,58309.0 ,10.821 ,0.020 ,14.504 ,0.292 ,9.134 ,0.015 ,38.135 ,0.563 
561,298.723-0.086,58514.2 ,10.682 ,0.020 ,16.495 ,0.324 ,8.990 ,0.015 ,43.540 ,0.632 
561,298.723-0.086,58674.6 ,10.711 ,0.019 ,16.060 ,0.307 ,9.089 ,0.015 ,39.764 ,0.581 
561,298.723-0.086,58878.7 ,10.731 ,0.020 ,15.757 ,0.308 ,9.018 ,0.015 ,42.426 ,0.629 
561,298.723-0.086,59040.1 ,10.812 ,0.020 ,14.630 ,0.293 ,9.106 ,0.015 ,39.128 ,0.590 
561,298.723-0.086,59243.2 ,10.751 ,0.020 ,15.474 ,0.309 ,9.002 ,0.014 ,43.083 ,0.618 
561,298.723-0.086,59404.9 ,10.722 ,0.020 ,15.887 ,0.315 ,9.027 ,0.015 ,42.107 ,0.638 
564,300.504-0.176,56692.1 ,9.248 ,0.018 ,61.770 ,1.127 ,7.440 ,0.013 ,181.598 ,2.361 
564,300.504-0.176,56870.2 ,9.232 ,0.018 ,62.672 ,1.115 ,7.486 ,0.013 ,173.983 ,2.243 
564,300.504-0.176,57054.4 ,9.318 ,0.017 ,57.911 ,1.007 ,7.547 ,0.013 ,164.534 ,2.093 
564,300.504-0.176,57231.7 ,9.271 ,0.017 ,60.446 ,1.035 ,7.527 ,0.013 ,167.540 ,2.198 
564,300.504-0.176,57419.4 ,9.327 ,0.018 ,57.445 ,1.061 ,7.543 ,0.014 ,165.096 ,2.240 
564,300.504-0.176,57590.5 ,9.249 ,0.018 ,61.715 ,1.111 ,7.502 ,0.013 ,171.483 ,2.282 
564,300.504-0.176,57785.4 ,9.306 ,0.018 ,58.554 ,1.054 ,7.534 ,0.014 ,166.462 ,2.258 
564,300.504-0.176,57950.9 ,9.269 ,0.019 ,60.610 ,1.139 ,7.490 ,0.013 ,173.387 ,2.312 
564,300.504-0.176,58150.5 ,9.256 ,0.019 ,61.302 ,1.185 ,7.424 ,0.013 ,184.320 ,2.465 
